Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Carlton,11/108 Elgin St,2,u,995000.0,S,Woodards,2017-04-22,1.8,3053.0,2.0,2.0,1.0,0.0,110.0,2000.0,Melbourne City Council,-37.7973,144.9712,Northern Metropolitan,6786.0
Carlton,20/264 Drummond St,1,u,490000.0,S,hockingstuart,2017-04-29,1.8,3053.0,1.0,1.0,1.0,0.0,51.0,2009.0,Melbourne City Council,-37.7998,144.9689,Northern Metropolitan,6786.0
Eaglemont,51 Silverdale Rd,3,h,870000.0,SN,Miles,2017-04-08,10.3,3084.0,3.0,1.0,2.0,613.0,131.3,1930.0,Banyule City Council,-37.7646,145.054,Eastern Metropolitan,1651.0
Eaglemont,39 Durham St,4,h,1750000.0,VB,Nelson,2017-05-20,10.3,3084.0,4.0,2.0,2.0,707.0,217.0,1956.0,Banyule City Council,-37.762,145.0645,Eastern Metropolitan,1651.0
Elsternwick,9/39 Horne St,3,t,850000.0,VB,Beller,2017-04-08,8.5,3185.0,3.0,2.0,2.0,114.0,145.0,1995.0,Glen Eira City Council,-37.8857,145.0011,Southern Metropolitan,4898.0
Elsternwick,8/37 Victoria St,2,u,740000.0,SP,Gary,2017-04-08,8.5,3185.0,2.0,1.0,1.0,0.0,97.0,1960.0,Glen Eira City Council,-37.8881,145.0097,Southern Metropolitan,4898.0
Elsternwick,3/33 St Georges Rd,2,u,632500.0,S,Gary,2017-04-29,8.5,3185.0,2.0,1.0,1.0,0.0,76.0,1968.0,Glen Eira City Council,-37.8817,145.0032,Southern Metropolitan,4898.0
Elwood,12/10 Docker St,2,u,1260000.0,S,hockingstuart,2017-04-08,7.7,3184.0,2.0,2.0,2.0,626.0,125.0,2008.0,Port Phillip City Council,-37.8865,144.9874,Southern Metropolitan,8989.0
Elwood,7/282 Barkly St,1,u,360000.0,S,Biggin,2017-05-13,7.7,3184.0,1.0,1.0,0.0,0.0,39.5,1959.0,Port Phillip City Council,-37.8749,144.9799,Southern Metropolitan,8989.0
Elwood,23 Byron St,3,h,1520000.0,S,Chisholm,2017-05-20,7.7,3184.0,3.0,2.0,1.0,362.0,138.0,1900.0,Port Phillip City Council,-37.8772,144.9904,Southern Metropolitan,8989.0
Elwood,14/125 Ormond Rd,2,u,800000.0,SP,Buxton,2017-05-20,7.7,3184.0,2.0,2.0,2.0,0.0,92.0,2001.0,Port Phillip City Council,-37.8857,144.9884,Southern Metropolitan,8989.0
Elwood,6/53 Tennyson St,2,u,500000.0,SA,Morleys,2017-05-20,7.7,3184.0,2.0,1.0,1.0,0.0,76.0,1960.0,Port Phillip City Council,-37.8777,144.9891,Southern Metropolitan,8989.0
Elwood,125 Mitford St,4,h,870000.0,S,Chisholm,2017-04-22,7.7,3184.0,4.0,2.0,3.0,438.0,173.0,1931.0,Port Phillip City Council,-37.8791,144.9859,Southern Metropolitan,8989.0
Elwood,1/10 Dickens St,2,u,870000.0,SN,hockingstuart,2017-04-29,7.7,3184.0,2.0,1.0,1.0,0.0,84.0,1970.0,Port Phillip City Council,-37.8713,144.987,Southern Metropolitan,8989.0
Elwood,102/95 Ormond Rd,1,u,490000.0,VB,McGrath,2017-04-29,7.7,3184.0,1.0,1.0,1.0,0.0,53.0,2002.0,Port Phillip City Council,-37.8852,144.9877,Southern Metropolitan,8989.0
Essendon North,10 Cowper St,4,h,1291000.0,S,Barry,2017-04-08,9.4,3041.0,4.0,2.0,2.0,521.0,157.0,1945.0,Moonee Valley City Council,-37.7372,144.9022,Western Metropolitan,1308.0
Fitzroy,60 Argyle St,2,t,1100000.0,VB,Nelson,2017-04-08,1.6,3065.0,2.0,2.0,1.0,81.0,136.0,1990.0,Yarra City Council,-37.7976,144.9778,Northern Metropolitan,5825.0
Fitzroy,29 Bell St,2,t,1350000.0,S,Nelson,2017-04-08,1.6,3065.0,2.0,1.0,2.0,6261.0,117.0,1999.0,Yarra City Council,-37.799,144.975,Northern Metropolitan,5825.0
Fitzroy,442 George St,3,h,870000.0,S,Nelson,2017-04-08,1.6,3065.0,3.0,1.0,0.0,149.0,96.0,1910.0,Yarra City Council,-37.7962,144.9826,Northern Metropolitan,5825.0
Fitzroy,160 Nicholson St,3,h,870000.0,SP,Jellis,2017-04-08,1.6,3065.0,3.0,2.0,0.0,150.0,180.0,1880.0,Yarra City Council,-37.8005,144.9747,Northern Metropolitan,5825.0
Fitzroy,56 Westgarth St,3,h,870000.0,S,Jellis,2017-04-08,1.6,3065.0,3.0,1.0,1.0,143.0,99.0,1890.0,Yarra City Council,-37.7948,144.9776,Northern Metropolitan,5825.0
Fitzroy,158 Cecil St,3,h,870000.0,S,Nelson,2017-05-13,1.6,3065.0,3.0,1.0,1.0,267.0,110.0,1900.0,Yarra City Council,-37.7947,144.9843,Northern Metropolitan,5825.0
Fitzroy,480 Gore St,2,h,870000.0,S,Nelson,2017-05-13,1.6,3065.0,2.0,1.0,2.0,328.0,103.0,1930.0,Yarra City Council,-37.7947,144.984,Northern Metropolitan,5825.0
Fitzroy,28 Greeves St,2,h,1350000.0,VB,Jellis,2017-05-13,1.6,3065.0,2.0,1.0,0.0,131.0,110.0,1900.0,Yarra City Council,-37.7999,144.9776,Northern Metropolitan,5825.0
Fitzroy,54/1 St David St,2,u,870000.0,SP,Jellis,2017-05-13,1.6,3065.0,2.0,1.0,1.0,0.0,65.0,2005.0,Yarra City Council,-37.8005,144.9787,Northern Metropolitan,5825.0
Gowanbrae,3 Birk Ct,3,h,680000.0,S,Nelson,2017-04-08,13.6,3043.0,3.0,2.0,1.0,277.0,168.0,2010.0,Moreland City Council,-37.7039,144.8986,Western Metropolitan,1071.0
Gowanbrae,7 Adelaide Bvd,4,h,990000.0,S,Nelson,2017-05-13,13.6,3043.0,4.0,2.0,2.0,702.0,170.0,2003.0,Moreland City Council,-37.7071,144.8989,Western Metropolitan,1071.0
Gowanbrae,13 Gowanbrae Dr,4,h,970000.0,S,Nelson,2017-04-29,13.6,3043.0,4.0,2.0,3.0,737.0,265.0,2010.0,Moreland City Council,-37.7088,144.8938,Western Metropolitan,1071.0
Jacana,81 Johnstone St,3,h,485000.0,SP,Barry,2017-04-08,14.5,3047.0,3.0,1.0,2.0,630.0,105.23,1970.0,Hume City Council,-37.6822,144.9108,Northern Metropolitan,851.0
Jacana,108 Sunset Bvd,3,h,870000.0,PI,Barry,2017-04-29,14.5,3047.0,3.0,1.0,2.0,650.0,90.0,1975.0,Hume City Council,-37.687,144.9084,Northern Metropolitan,851.0
Keilor Park,7 Zagreb Ct,3,h,773000.0,S,Nelson,2017-04-29,14.5,3042.0,3.0,2.0,2.0,650.0,150.0,1980.0,Brimbank City Council,-37.724,144.8514,Western Metropolitan,1119.0
Kensington,20 Bradfield La,1,t,425000.0,SA,Biggin,2017-04-08,4.2,3031.0,1.0,1.0,1.0,0.0,46.0,2000.0,Melbourne City Council,-37.7886,144.9253,Northern Metropolitan,5263.0
Kensington,217/71 Henry St,2,u,535000.0,SP,Pagan,2017-04-08,4.2,3031.0,2.0,2.0,1.0,2592.0,70.0,2012.0,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263.0
Kensington,10/2 Howlett St,2,u,500000.0,S,Edward,2017-04-08,4.2,3031.0,2.0,1.0,1.0,0.0,86.0,2000.0,Melbourne City Council,-37.7897,144.9228,Northern Metropolitan,5263.0
Kensington,9/11 Smith St,2,u,525000.0,VB,Edward,2017-05-13,4.2,3031.0,2.0,1.0,1.0,0.0,73.0,2011.0,Melbourne City Council,-37.7912,144.9318,Northern Metropolitan,5263.0
Kensington,4/26 Barnett St,3,t,917500.0,S,Nelson,2017-05-20,4.2,3031.0,3.0,1.0,1.0,98.0,101.0,1997.0,Melbourne City Council,-37.791,144.9323,Northern Metropolitan,5263.0
Kensington,41 Kensington Rd,3,h,902500.0,S,Rendina,2017-04-22,4.2,3031.0,3.0,1.0,1.0,0.0,125.0,2003.0,Melbourne City Council,-37.7954,144.9259,Northern Metropolitan,5263.0
Middle Park,18 Fraser St,4,h,870000.0,SP,Marshall,2017-04-08,4.1,3206.0,4.0,2.0,1.0,204.0,207.0,1910.0,Port Phillip City Council,-37.8549,144.9675,Southern Metropolitan,2019.0
Middle Park,158 Neville St,2,h,1300000.0,S,hockingstuart,2017-04-08,4.1,3206.0,2.0,1.0,0.0,132.0,80.0,1900.0,Port Phillip City Council,-37.8527,144.9657,Southern Metropolitan,2019.0
Moorabbin,3/29 Fiddes St,2,t,742500.0,S,Buxton,2017-05-13,14.6,3189.0,2.0,1.0,1.0,179.0,101.0,2001.0,Kingston City Council,-37.9369,145.0473,Southern Metropolitan,2555.0
Moorabbin,239 Chesterville Rd,3,h,860000.0,SA,Hodges,2017-04-22,14.6,3189.0,3.0,1.0,2.0,601.0,104.0,1970.0,Kingston City Council,-37.9409,145.0602,Southern Metropolitan,2555.0
North Melbourne,11 Bakery La,3,h,870000.0,S,Jellis,2017-05-20,2.3,3051.0,3.0,3.0,2.0,84.0,170.0,2003.0,Melbourne City Council,-37.7977,144.9513,Northern Metropolitan,6821.0
North Melbourne,1/118 Haines St,3,t,870000.0,S,Jellis,2017-05-20,2.3,3051.0,3.0,2.0,1.0,61.0,116.0,2016.0,Melbourne City Council,-37.8029,144.9452,Northern Metropolitan,6821.0
North Melbourne,5 Murphy St,3,h,1485000.0,S,Jellis,2017-05-20,2.3,3051.0,3.0,1.0,1.0,198.0,95.0,1968.0,Melbourne City Council,-37.8029,144.9459,Northern Metropolitan,6821.0
North Melbourne,649 Queensberry St,2,h,940000.0,S,JMRE,2017-04-29,2.3,3051.0,2.0,1.0,0.0,89.0,65.0,1890.0,Melbourne City Council,-37.9394,145.089,Northern Metropolitan,6821.0
Oakleigh South,8 Lido Ct,3,h,770000.0,S,C21,2017-04-08,14.7,3167.0,3.0,1.0,1.0,590.0,132.0,1960.0,Kingston City Council,-37.918,145.085,South-Eastern Metropolitan,3692.0
Oakleigh South,4 Dalgan St,4,h,1410000.0,S,Buxton,2017-05-13,14.7,3167.0,4.0,2.0,4.0,590.0,161.0,1950.0,Kingston City Council,-37.9316,145.0821,South-Eastern Metropolitan,3692.0
Oakleigh South,2 Kaybrook Ct,3,h,1042500.0,S,Woodards,2017-04-22,14.7,3167.0,3.0,1.0,4.0,658.0,146.0,1950.0,Kingston City Council,-37.9176,145.0839,South-Eastern Metropolitan,3692.0
South Kingsville,4/80 Saltley St,2,h,870000.0,SP,Greg,2017-04-08,9.1,3015.0,2.0,1.0,1.0,93.0,70.0,1960.0,Hobsons Bay City Council,-37.8318,144.867,Western Metropolitan,984.0
Southbank,4/5 Miles St,2,u,595000.0,S,RT,2017-04-08,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,1998.0,Melbourne City Council,-37.8288,144.9679,Southern Metropolitan,8400.0
Southbank,51/88 Wells St,2,u,580000.0,VB,MICM,2017-04-08,1.2,3006.0,2.0,1.0,1.0,0.0,79.0,1995.0,Melbourne City Council,-37.8273,144.9685,Southern Metropolitan,8400.0
Southbank,9/120 Sturt St,2,u,580000.0,SA,William,2017-05-13,1.2,3006.0,2.0,1.0,1.0,0.0,70.0,1994.0,Melbourne City Council,-37.8248,144.9667,Southern Metropolitan,8400.0
Spotswood,4/36 Robert St,1,u,380000.0,S,Jas,2017-04-08,7.7,3015.0,1.0,1.0,1.0,89.0,37.0,1980.0,Hobsons Bay City Council,-37.8291,144.8848,Western Metropolitan,1223.0
Spotswood,14 Robb St,3,h,1100000.0,SP,Greg,2017-05-13,7.7,3015.0,3.0,1.0,0.0,305.0,115.0,1900.0,Hobsons Bay City Council,-37.8312,144.8893,Western Metropolitan,1223.0
Spotswood,1/39 Stephenson St,3,u,660000.0,S,RT,2017-04-22,7.7,3015.0,3.0,1.0,1.0,221.0,120.0,2003.0,Hobsons Bay City Council,-37.8297,144.8752,Western Metropolitan,1223.0
Toorak,9/723 Orrong Rd,2,u,655000.0,S,Rodney,2017-04-08,4.6,3142.0,2.0,1.0,1.0,1816.0,105.0,1960.0,Stonnington City Council,-37.8389,145.0141,Southern Metropolitan,7217.0
Toorak,5/3 Tahara Rd,3,u,840000.0,S,hockingstuart,2017-04-08,4.6,3142.0,3.0,1.0,1.0,1678.0,94.0,1940.0,Stonnington City Council,-37.8384,145.0178,Southern Metropolitan,7217.0
Toorak,2/619 Toorak Rd,2,u,1010000.0,PI,Marshall,2017-04-08,4.6,3142.0,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington City Council,-37.8427,145.0236,Southern Metropolitan,7217.0
Toorak,32/637 Orrong Rd,3,t,1320000.0,S,Gary,2017-04-29,4.6,3142.0,3.0,2.0,1.0,3.0,131.0,1970.0,Stonnington City Council,-37.8474,145.0125,Southern Metropolitan,7217.0
Williamstown North,2/60 Kororoit Creek Rd,3,t,670000.0,VB,Jas,2017-04-08,8.9,3016.0,3.0,2.0,2.0,146.0,141.0,2001.0,Hobsons Bay City Council,-37.857,144.8846,Western Metropolitan,802.0
Williamstown North,5 Nicosia Ct,3,h,1070000.0,PI,Williams,2017-04-08,8.9,3016.0,3.0,2.0,5.0,442.0,249.0,2003.0,Hobsons Bay City Council,-37.8538,144.8722,Western Metropolitan,802.0
Williamstown North,27 Champion Rd,3,h,1575000.0,S,Sweeney,2017-05-13,8.9,3016.0,3.0,1.0,1.0,860.0,160.0,1950.0,Hobsons Bay City Council,-37.8565,144.8865,Western Metropolitan,802.0
Williamstown North,2/60 Kororoit Creek Rd,3,t,720000.0,SP,Jas,2017-05-13,8.9,3016.0,3.0,2.0,2.0,146.0,141.0,2001.0,Hobsons Bay City Council,-37.857,144.8846,Western Metropolitan,802.0
Williamstown North,4 Walter St,3,h,1045000.0,S,Williams,2017-04-29,8.9,3016.0,3.0,2.0,3.0,526.0,159.0,1990.0,Hobsons Bay City Council,-37.855,144.8742,Western Metropolitan,802.0
Windsor,14/27 Lewisham Rd,2,u,585000.0,S,hockingstuart,2017-04-08,5.1,3181.0,2.0,1.0,1.0,0.0,79.0,1965.0,Port Phillip City Council,-37.8559,144.999,Southern Metropolitan,4380.0
Windsor,3/217 Dandenong Rd,2,u,854000.0,SP,Woodards,2017-04-22,5.1,3181.0,2.0,1.0,1.0,774.0,90.0,1945.0,Port Phillip City Council,-37.8582,144.9979,Southern Metropolitan,4380.0
Windsor,7/113 Punt Rd,1,u,350000.0,SP,Kay,2017-04-29,5.1,3181.0,1.0,1.0,0.0,0.0,48.0,1975.0,Port Phillip City Council,-37.8508,144.984,Southern Metropolitan,4380.0
Yallambie,14 Borlase St,5,h,1060000.0,S,Buckingham,2017-04-29,15.0,3085.0,5.0,2.0,2.0,627.0,232.0,1960.0,Banyule City Council,-37.7327,145.0804,Northern Metropolitan,1369.0
Balaclava,4/247 Inkerman St,2,u,450000.0,SP,Buxton,2017-05-13,6.6,3183.0,2.0,1.0,1.0,0.0,50.0,1960.0,Port Phillip City Council,-37.8656,144.9919,Southern Metropolitan,2952.0
Kingsbury,1/37 Clunes St,3,u,488000.0,S,Ray,2017-05-13,12.4,3083.0,3.0,1.0,1.0,260.0,150.0,1961.0,Darebin City Council,-37.7157,145.0386,Northern Metropolitan,1414.0
West Melbourne,3/212 Roden St,2,t,1013000.0,S,Alexkarbon,2017-05-20,1.9,3003.0,2.0,2.0,1.0,0.0,130.0,2010.0,Melbourne City Council,-37.8094,144.9452,Northern Metropolitan,2230.0
West Melbourne,105/493 Victoria St,1,u,870000.0,PI,Harcourts,2017-05-20,1.9,3003.0,1.0,1.0,1.0,0.0,51.0,2007.0,Melbourne City Council,-37.8047,144.9435,Northern Metropolitan,2230.0
Travancore,456/38 Mt Alexander Rd,2,u,360000.0,SP,Pagan,2017-05-20,5.3,3032.0,2.0,1.0,1.0,0.0,51.0,2010.0,Moonee Valley City Council,-37.7847,144.9383,Western Metropolitan,1052.0
Airport West,118 Marshall Rd,3,h,640000.0,S,Nelson,2017-07-01,10.4,3042.0,3.0,1.0,2.0,219.0,101.37,1960.0,Moonee Valley City Council,-37.71655,144.88155,Western Metropolitan,3464.0
Albion,2 Bazentin St,3,h,570000.0,S,Barry,2017-07-01,10.5,3020.0,3.0,1.0,0.0,423.0,142.0,1920.0,Brimbank City Council,-37.77917,144.82223,Western Metropolitan,2185.0
Altona Meadows,3 Parham Ct,3,h,870000.0,SN,Barry,2017-07-01,15.5,3028.0,3.0,1.0,3.0,568.0,142.1,1980.0,Hobsons Bay City Council,-37.87931,144.78753,Western Metropolitan,7630.0
Altona North,151 Chambers Rd,3,h,900000.0,S,Greg,2017-07-01,9.4,3025.0,3.0,1.0,2.0,672.0,110.0,1960.0,Hobsons Bay City Council,-37.8265,144.84386,Western Metropolitan,5132.0
Ascot Vale,40 Moonee St,4,h,870000.0,SP,Brad,2017-07-01,4.3,3032.0,4.0,2.0,2.0,821.0,153.0,1900.0,Moonee Valley City Council,-37.77491,144.92463,Western Metropolitan,6567.0
Balwyn North,2/43 Sutton St,3,h,1275000.0,VB,Fletchers,2017-07-01,9.7,3104.0,3.0,2.0,2.0,226.0,127.0,1965.0,Boroondara City Council,-37.79495,145.08192,Southern Metropolitan,7809.0
Bayswater,18B Orchard Rd,3,t,640000.0,S,Fletchers,2017-07-01,23.2,3153.0,3.0,2.0,1.0,187.0,125.0,2010.0,Knox City Council,-37.83909,145.26075,Eastern Metropolitan,5030.0
Beaumaris,20 Martin St,5,h,870000.0,SS,Ray,2017-07-01,17.3,3193.0,5.0,3.0,2.0,713.0,258.0,1950.0,Bayside City Council,-37.99163,145.03839,Southern Metropolitan,5366.0
Bentleigh,48 Tucker Rd,3,h,1045000.0,SP,hockingstuart,2017-07-01,11.4,3204.0,3.0,1.0,1.0,401.0,114.0,1970.0,Glen Eira City Council,-37.92999,145.04932,Southern Metropolitan,6795.0
Bentleigh East,1 Gladesville Dr,5,h,1220000.0,S,Buxton,2017-07-01,13.8,3165.0,5.0,2.0,2.0,611.0,188.0,1950.0,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969.0
Briar Hill,31A Beaconsfield Rd,3,h,840000.0,S,Barry,2017-07-01,16.1,3088.0,3.0,1.0,2.0,509.0,120.0,2000.0,Banyule City Council,-37.70822,145.11495,Eastern Metropolitan,1390.0
Brighton,36/568 New St,1,u,380000.0,VB,Chisholm,2017-07-01,10.5,3186.0,1.0,1.0,1.0,1993.0,46.0,2000.0,Bayside City Council,-37.88468,144.99722,Southern Metropolitan,10579.0
Brighton East,18 Centre Rd,4,t,1731000.0,SP,Buxton,2017-07-01,10.3,3187.0,4.0,3.0,2.0,345.0,239.0,2001.0,Bayside City Council,-37.91503,145.00888,Southern Metropolitan,6938.0
Broadmeadows,1/124 Cuthbert St,3,t,465000.0,S,Barry,2017-07-01,14.0,3047.0,3.0,2.0,3.0,248.0,123.21,2010.0,Hume City Council,-37.68358,144.92387,Northern Metropolitan,4294.0
Broadmeadows,21 Graham St,3,h,518500.0,S,YPA,2017-07-01,14.0,3047.0,3.0,1.0,0.0,576.0,110.0,1999.0,Hume City Council,-37.69237,144.93144,Northern Metropolitan,4294.0
Burnside Heights,31 Batman St,3,h,535000.0,S,Barry,2017-07-01,14.8,3023.0,3.0,2.0,2.0,472.0,230.0,2005.0,Melton City Council,-37.7331,144.76282,Western Metropolitan,1686.0
Cairnlea,16 Homebush Rd,3,h,630000.0,PI,YPA,2017-07-01,14.8,3023.0,3.0,2.0,2.0,397.0,145.0,2007.0,Brimbank City Council,-37.75107,144.78415,Western Metropolitan,2674.0
Camberwell,6/9 Eddy St,2,u,677000.0,S,Noel,2017-07-01,7.7,3124.0,2.0,1.0,1.0,131.0,76.0,1975.0,Boroondara City Council,-37.84716,145.07351,Southern Metropolitan,8920.0
Camberwell,4/924 Toorak Rd,3,t,1320000.0,PI,Bekdon,2017-07-01,7.7,3124.0,3.0,2.0,2.0,227.0,223.0,2006.0,Boroondara City Council,-37.84689,145.05863,Southern Metropolitan,8920.0
Canterbury,108/2 Gascoyne St,2,u,816000.0,S,Nelson,2017-07-01,8.4,3126.0,2.0,2.0,1.0,8140.0,86.5,2015.0,Boroondara City Council,-37.82091,145.06011,Southern Metropolitan,3265.0
Carlton,5/50 Barkly St,1,u,350000.0,VB,Woodards,2017-07-01,1.6,3053.0,1.0,1.0,1.0,0.0,30.6,1970.0,Melbourne City Council,-37.79859,144.97336,Northern Metropolitan,6786.0
Cheltenham,2/14 Jack Rd,3,t,950000.0,S,Chisholm,2017-07-01,17.9,3192.0,3.0,3.0,2.0,160.0,149.0,2013.0,Bayside City Council,-37.96062,145.04296,Southern Metropolitan,9758.0
Clayton,2/13 Jaguar Dr,3,u,870000.0,PN,Wilson,2017-07-01,16.7,3168.0,3.0,1.0,1.0,228.0,115.0,2000.0,Monash City Council,-37.92415,145.13179,South-Eastern Metropolitan,5837.0
Coburg,126 Barrow St,2,h,900000.0,VB,Jellis,2017-07-01,6.7,3058.0,2.0,1.0,1.0,350.0,100.0,1920.0,Darebin City Council,-37.74483,144.97269,Northern Metropolitan,11204.0
Coburg,12 Rasmussen Ct,4,h,922000.0,SP,Melbourne,2017-07-01,6.7,3058.0,4.0,2.0,2.0,463.0,80.0,1960.0,Darebin City Council,-37.73704,144.97959,Northern Metropolitan,11204.0
Craigieburn,13 Aston St,4,h,665000.0,PI,RE,2017-07-01,20.6,3064.0,4.0,2.0,2.0,756.0,236.0,2007.0,Hume City Council,-37.58885,144.90135,Northern Metropolitan,15510.0
Craigieburn,13 Brampton Cl,3,h,515500.0,S,RE,2017-07-01,20.6,3064.0,3.0,1.0,4.0,651.0,117.0,1990.0,Hume City Council,-37.60329,144.93948,Northern Metropolitan,15510.0
Craigieburn,6 Vision Rd,3,h,660000.0,S,LJ,2017-07-01,20.6,3064.0,3.0,2.0,3.0,618.0,225.5,2014.0,Hume City Council,-37.59715,144.89656,Northern Metropolitan,15510.0
Croydon,8 Banool Ct,4,h,932000.0,S,Hoskins,2017-07-01,23.0,3136.0,4.0,2.0,2.0,880.0,225.0,1970.0,Maroondah City Council,-37.79587,145.2683,Eastern Metropolitan,11925.0
Croydon,15 Ronald Rd,2,h,570000.0,SP,McGrath,2017-07-01,23.0,3136.0,2.0,1.0,1.0,312.0,110.0,1994.0,Maroondah City Council,-37.80752,145.27212,Eastern Metropolitan,11925.0
Croydon Hills,7 Wildberry Cl,3,h,870000.0,PI,Barry,2017-07-01,23.0,3136.0,3.0,2.0,2.0,676.0,133.0,1987.0,Maroondah City Council,-37.77997,145.26342,Eastern Metropolitan,1705.0
Dandenong North,110 Gladstone Rd,3,h,627000.0,S,Barry,2017-07-01,24.7,3175.0,3.0,1.0,1.0,610.0,120.0,1970.0,Greater Dandenong City Council,-37.96322,145.20586,South-Eastern Metropolitan,8322.0
Diamond Creek,17 Norma St,2,h,621000.0,S,Mason,2017-07-01,21.8,3089.0,2.0,1.0,0.0,610.0,61.0,1939.0,Nillumbik Shire Council,-37.67629,145.15589,Northern Victoria,4258.0
Doreen,33 Starboard Dr,3,h,530500.0,S,Buckingham,2017-07-01,25.9,3754.0,3.0,2.0,2.0,400.0,179.0,2012.0,Nillumbik Shire Council,-37.61042,145.11932,Northern Victoria,7254.0
East Melbourne,1005/166 Wellington Pde,2,u,870000.0,SP,Harcourts,2017-07-01,1.3,3002.0,2.0,2.0,1.0,0.0,71.0,2001.0,Melbourne City Council,-37.81607,144.9845,Northern Metropolitan,3040.0
Eltham,6 Orbel Ct,3,h,805000.0,S,Barry,2017-07-01,18.0,3095.0,3.0,2.0,0.0,848.0,127.0,1979.0,Banyule City Council,-37.70913,145.1647,Eastern Metropolitan,6990.0
Emerald,18 Auhl Rd,3,h,870000.0,PI,Barry,2017-07-01,36.9,3782.0,3.0,2.0,4.0,1510.0,110.0,1950.0,Cardinia Shire Council,-37.93248,145.46271,Eastern Victoria,2259.0
Epping,59 Greenfields Dr,4,h,940000.0,SP,Iconek,2017-07-01,19.6,3076.0,4.0,3.0,2.0,508.0,364.0,2012.0,Whittlesea City Council,-37.62693,145.01563,Northern Metropolitan,10926.0
Epping,2/4 Grimwade Ct,2,u,437000.0,S,hockingstuart,2017-07-01,19.6,3076.0,2.0,1.0,2.0,351.0,109.0,2000.0,Whittlesea City Council,-37.65099,145.04663,Northern Metropolitan,10926.0
Essendon,10/30 Richardson St,1,u,291000.0,S,Nelson,2017-07-01,7.5,3040.0,1.0,1.0,1.0,0.0,47.0,1970.0,Moonee Valley City Council,-37.75121,144.91326,Western Metropolitan,9264.0
Essendon West,6 Bourke St,3,h,750000.0,VB,Brad,2017-07-01,7.5,3040.0,3.0,1.0,1.0,236.0,114.0,2000.0,Moonee Valley City Council,-37.75403,144.8867,Western Metropolitan,588.0
Fitzroy North,108 Michael St,2,h,1350000.0,VB,Nelson,2017-07-01,3.6,3068.0,2.0,1.0,1.0,184.0,79.0,1900.0,Moreland City Council,-37.78493,144.98879,Northern Metropolitan,6244.0
Footscray,10/30 Pickett St,1,u,170000.0,PI,Burnham,2017-07-01,5.1,3011.0,1.0,1.0,0.0,30.0,26.0,2013.0,Maribyrnong City Council,-37.80141,144.89587,Western Metropolitan,7570.0
Frankston North,17 Windoo St,3,h,611000.0,S,Ray,2017-07-01,36.9,3200.0,3.0,2.0,1.0,691.0,109.0,1960.0,Frankston City Council,-38.11948,145.14928,Eastern Victoria,2500.0
Frankston South,14 Poinciana St,3,h,755000.0,S,hockingstuart,2017-07-01,38.0,3199.0,3.0,1.0,2.0,786.0,174.0,1960.0,Frankston City Council,-38.16492,145.12656,South-Eastern Metropolitan,7566.0
Gisborne,3 Sansom St,4,h,521000.0,SP,Raine,2017-07-01,45.9,3437.0,4.0,2.0,2.0,978.0,144.0,1980.0,Macedon Ranges Shire Council,-37.49642,144.60119,Northern Victoria,3376.0
Glen Iris,1/1484 Malvern Rd,2,u,500000.0,PI,Thomson,2017-07-01,7.3,3146.0,2.0,1.0,1.0,0.0,76.0,1965.0,Boroondara City Council,-37.85399,145.04699,Southern Metropolitan,10412.0
Glen Waverley,7 Marbray Dr,4,h,870000.0,SN,Harcourts,2017-07-01,16.7,3150.0,4.0,1.0,2.0,814.0,160.0,1980.0,Monash City Council,-37.88201,145.15056,Eastern Metropolitan,15321.0
Glen Waverley,515 Springvale Rd,3,h,870000.0,PI,Ray,2017-07-01,16.7,3150.0,3.0,1.0,2.0,243.0,92.0,2000.0,Monash City Council,-37.89993,145.1618,Eastern Metropolitan,15321.0
Glenroy,2/15 Ogden St,3,t,525000.0,S,Jellis,2017-07-01,11.2,3046.0,3.0,1.0,1.0,194.0,133.0,2011.0,Moreland City Council,-37.70168,144.94862,Northern Metropolitan,8870.0
Greensborough,2/12 William St,2,u,695000.0,S,Darren,2017-07-01,16.1,3088.0,2.0,2.0,1.0,208.0,107.0,2000.0,Banyule City Council,-37.70267,145.09526,Northern Metropolitan,8524.0
Greenvale,20 Inverie Ct,5,h,870000.0,W,RW,2017-07-01,20.4,3059.0,5.0,3.0,2.0,743.0,283.0,2005.0,Hume City Council,-37.6444,144.90806,Northern Metropolitan,4864.0
Hampton,46/15 Beach Rd,3,u,1210000.0,SP,Chisholm,2017-07-01,13.8,3188.0,3.0,2.0,2.0,9838.0,152.0,2010.0,Bayside City Council,-37.93464,144.99601,Southern Metropolitan,5454.0
Hampton,90 Orlando St,3,h,870000.0,S,hockingstuart,2017-07-01,13.8,3188.0,3.0,1.0,3.0,216.0,102.0,1940.0,Bayside City Council,-37.93483,144.99749,Southern Metropolitan,5454.0
